,date,tweet,prediction,score
84123,2020-08-05 15:25:44+00:00,@opiniudo_blog @jofal71 @lufthansa They canceled from last may,cancellations,-1.0
490029,2020-05-22 16:11:02+00:00,@easyJet how do you go about cancelling a flight? 🤔,cancellations,-1.0
203592,2020-02-27 12:03:40+00:00,@GeordieJord @Ryanair Cancelled flight...?,cancellations,-1.0
256773,2020-07-28 23:55:53+00:00,Still #waiting on @Ryanair #refund or #voucher. 4 MONTHS! #Ryanair even #deleted my cancelled #flight as though I #never #paid for the flight. #Shameful,cancellations,-1.0
78632,2020-02-09 12:21:37+00:00,@lufthansa Have you cancelled any today?,cancellations,-1.0
282222,2020-09-18 16:00:35+00:00,@Ryanair If it’s cancelled does he get a ______?,cancellations,-1.0
58128,2020-06-23 10:49:30+00:00,@lufthansa Really!!! V3MLX7 and OAP5RE both cancelled,cancellations,-1.0
553684,2020-03-01 15:18:08+00:00,"@Fly_Norwegian Also, how do I only cancel 1 out of the 5 people’s booking?",cancellations,-1.0
43348,2020-04-27 14:26:48+00:00,"@lufthansa 6 weeks. You cancelled my flights, still no refund.",cancellations,-1.0
323987,2020-03-26 18:29:49+00:00,@profmargboyle @vueling Did they cancel the flight?,cancellations,-1.0
434709,2020-09-14 17:50:40+00:00,@gertjanneerhof @GreenpeaceNL @KLM Cancel culture!!!,cancellations,-1.0
542278,2020-01-24 17:04:08+00:00,"@Fly_Norwegian Hi. Please cancel my flight, MZ34WG, immediately. Thanks.",cancellations,-1.0
325388,2020-03-14 22:53:20+00:00,@maracuja1231 @Flight_Refunds @vueling Cancelled,cancellations,-1.0
432787,2020-09-27 22:28:42+00:00,"@KLM Could you check, pls, and if there is a booking, how do I cancel it, as this is an error?",cancellations,-1.0
212204,2020-02-13 12:37:26+00:00,@blondeboms @Ryanair What cancelled flight? ;),cancellations,-1.0
322826,2020-02-12 15:17:45+00:00,@vueling I am from China.  Can I cancel my tickets?,cancellations,-1.0
38605,2020-04-27 14:26:48+00:00,"@lufthansa 6 weeks. You cancelled my flights, still no refund.",cancellations,-1.0
324875,2020-03-18 09:50:53+00:00,@cruisemummyblog @cruise_lowdown @MSC_Cruises_UK @vueling Cancelled 🙏🏼 https://t.co/Wu3J2uuXxv,cancellations,-1.0
49405,2020-05-28 14:06:42+00:00,@lufthansa You just cancelled my flight...,cancellations,-1.0
213183,2020-02-11 19:24:35+00:00,@Ryanair ‘Flight was not cancelled or delayed’ it’s Tuesday!!!!!!!!!!! https://t.co/QRVW1vLLaJ,cancellations,-1.0
457128,2020-02-19 17:17:36+00:00,"@Flight_Refunds @easyJet It was cancelled and not delayed, how can you help?",cancellations,-1.0
189409,2020-10-23 07:49:06+00:00,"@leigh_mcgrath @British_Airways @Boeing @Cardiff_Airport @Newquay_Airport Hi,

It has been cancelled I'm afraid.",cancellations,-1.0
387867,2020-03-17 22:18:49+00:00,@Zahraness_ @KLM How do you cancel a flight?,cancellations,-1.0
221626,2020-03-20 12:42:39+00:00,@ClaireWinslade @Ryanair Has it been cancelled yet?,cancellations,-1.0
443944,2020-01-23 09:45:24+00:00,@easyJet How about for cancelled flights?,cancellations,-1.0
379754,2020-02-11 09:58:15+00:00,"@KLM Hi, our flight’s just been cancelled and we can’t get through on the phone. Can you help?",cancellations,-1.0
547661,2020-03-22 14:57:07+00:00,"@JpCortez27 @Fly_Norwegian I wish. Even @emirates are canceling everything sooo, we'll see. 
https://t.co/jvdRP4ow59",cancellations,-1.0
335934,2020-09-26 16:36:10+00:00,@vueling how can I cancel my ticket?,cancellations,-1.0
197234,2020-01-20 15:38:01+00:00,"@Ryanair And then just cancelled .... no apology, no care, nothing !!!! Not acceptable!!!!",cancellations,-1.0
256208,2020-07-29 11:24:52+00:00,@ObsessedCity @bradyahern6 @jet2tweets @Ryanair @lastminute_com If they don't cancel then what though?,cancellations,-1.0
256250,2020-07-29 11:06:20+00:00,@ObsessedCity @bradyahern6 @jet2tweets @Ryanair @lastminute_com Even if I cancel now?,cancellations,-1.0
348641,2020-03-12 13:38:55+00:00,@airfrance Are you canceling the flight?,cancellations,-1.0
447871,2020-01-12 21:27:42+00:00,@easyJet Can I cancel my flight? ✈️,cancellations,-1.0
349209,2020-03-10 16:41:34+00:00,@airfrance So how do I cancel and get a refund?,cancellations,-1.0
561054,2020-05-09 00:15:47+00:00,@Fly_Norwegian @angecataldo What are you investigating? YOU cancelled the flight.,cancellations,-1.0
245403,2020-06-28 15:00:40+00:00,JUST CANCEL THE FLIGHT. @Ryanair https://t.co/HZCz6L2Yog,cancellations,-1.0
512855,2020-08-28 16:00:37+00:00,NOT REALLY @easyJet YOU’VE JUST CANCELLED MY FLIGHT. https://t.co/hIHWdd1Z2R,cancellations,-1.0
461066,2020-02-15 10:38:27+00:00,@easyJet why has EZY1491 been cancelled tomorrow?,cancellations,-1.0
194183,2020-01-30 18:36:10+00:00,@Ryanair how do you cancel a flight? or do you just not show up for it?,cancellations,-1.0
235873,2020-05-28 16:15:16+00:00,"@Ryanair you've cancelled my flight, where is my refund?",cancellations,-1.0
346362,2020-03-20 20:14:10+00:00,@airfrance You just canceled our flight. You really suck.,cancellations,-1.0
34116,2020-03-16 14:51:30+00:00,@isaac_abraham @DebugKing @lufthansa Did you cancel or did they?,cancellations,-1.0
349527,2020-03-08 21:59:44+00:00,@JoseR_NV @AirFranceIT @airfrance I am having the same issue. How have they not cancelled flights?,cancellations,-0.667
119611,2020-03-28 02:58:05+00:00,"@British_Airways Why are you cancelling all your DOH-LHR flights, without even notifying people?
#seriousfail",cancellations,-0.667
252694,2020-06-21 17:44:59+00:00,@tighttop @Ryanair Oof! Whats they're cancellation policy? Non existant?,cancellations,0.0
48105,2020-04-03 00:28:30+00:00,"@bru_kristoffer Yes, this is normal. There is no other confirmation than the cancellation confirmation. /Susi",cancellations,0.0
312958,2020-06-27 20:15:42+00:00,@nmerrigan @henriksen @SAS Oh mine was cancelled as well,cancellations,-0.667
332509,2020-06-02 21:41:28+00:00,@vueling I still have no details about my cancelled flight?,cancellations,-0.667
47538,2020-04-05 19:46:09+00:00,@Zelgomat @Airbus @lufthansa @MUC_Airport @lufthansaNews @Lufthansa_DE @flightradar24 @A350_Production @A350fans @A350Blog Cancelled for today. Let’s see what the next days will bring.,cancellations,-0.667
42795,2020-04-05 19:46:09+00:00,@Zelgomat @Airbus @lufthansa @MUC_Airport @lufthansaNews @Lufthansa_DE @flightradar24 @A350_Production @A350fans @A350Blog Cancelled for today. Let’s see what the next days will bring.,cancellations,-0.667
505712,2020-07-28 20:13:02+00:00,"First they cancel my flight, now they won’t answer my calls. @easyJet https://t.co/TCt56vkxWT",cancellations,-0.667
392115,2020-03-12 19:26:13+00:00,@KLM Is there an option to cancel ??,cancellations,-0.667
3677,2020-01-09 11:48:24+00:00,@MigunaMiguna @lufthansa and it will never be cancelled or withdrawn,cancellations,-0.667
9655,2020-01-09 11:48:24+00:00,@MigunaMiguna @lufthansa and it will never be cancelled or withdrawn,cancellations,-0.667
15836,2020-01-09 11:48:24+00:00,@MigunaMiguna @lufthansa and it will never be cancelled or withdrawn,cancellations,-0.667
71350,2020-07-11 07:39:28+00:00,@nissesmor Did you receive the cancellation confirmation? /Mac,cancellations,0.0
216068,2020-03-25 14:47:05+00:00,@Ryanair I have not received a cancellation email.,cancellations,0.0
21388,2020-03-20 09:17:54+00:00,@lufthansa Apparently we can't cancel online...,cancellations,-0.667
31685,2020-03-20 09:17:54+00:00,@lufthansa Apparently we can't cancel online...,cancellations,-0.667
219130,2020-03-22 00:50:06+00:00,"@Ryanair hi, please can you cancel my return flight???",cancellations,-0.667
502476,2020-07-30 15:43:52+00:00,"Oh, @easyJet has just cancelled only my return flight... 🤔",cancellations,-0.667
305574,2020-03-30 19:26:38+00:00,"@Sorvin Yes, so proceed and complete the cancellation form.",cancellations,0.0
559106,2020-05-25 13:22:40+00:00,@StevenSedgwick 2/3 All claims must be done through said page. Please see under the section “Information for cancelled flights” if we have cancelled your flights.,cancellations,-0.5710000000000001
420731,2020-07-21 12:44:05+00:00,@KLM Me neither since cancellation in April.,cancellations,0.0
255110,2020-07-29 20:25:39+00:00,@bradyahern6 @ObsessedCity @jet2tweets @Ryanair @lastminute_com Did you get any cancellation message?,cancellations,0.0
460197,2020-02-15 15:30:23+00:00,@easyJet When will tomorrow's cancellations be known?,cancellations,0.0
103756,2020-01-19 07:22:06+00:00,@British_Airways BA296 - CANCELLED AND NO ONE SAYING ANYTHING,cancellations,-0.667
471268,2020-03-28 12:04:15+00:00,"@easyJet I'm still here, with my cancelled flight, and my lack of refund...

#PleaseHelp #TrappedInAGlassCageOfEmotion",cancellations,-1.0
531744,2020-09-10 15:03:43+00:00,@easyJet can you please reply to my DM’s about a cancelled holiday?,cancellations,-0.667
228913,2020-04-27 12:05:56+00:00,"@KateScholes @Ryanair No reply from @Ryanair still, was your's cancelled yet?",cancellations,-0.667
455017,2020-02-23 19:37:17+00:00,@easyJet The status of it is that is cancelled &amp; I don't know how to get home! Do I just have to sort this out myself?,cancellations,-0.4
397852,2020-04-10 06:44:21+00:00,@KLM you cancelled my flight. Therefore you should provide refund?,cancellations,-0.667
324164,2020-03-24 18:37:09+00:00,"@Lydraw Hello, we inform you that it is not possible to cancel a reservation. Regards",cancellations,-0.4
310379,2020-04-10 11:16:20+00:00,"@Beingartistic I am sorry, but a cancelled journey cannot be recovered.",cancellations,-0.667
63544,2020-06-06 11:38:01+00:00,"@lufthansa You mean it had been cancelled
Without notifying me? 

If yes, what are my options? https://t.co/8uVfq0Dpc6",cancellations,-0.5
19086,2020-03-26 10:48:38+00:00,@lufthansa I would like to cancel my confirmed tickets.,cancellations,0.0
29383,2020-03-26 10:48:38+00:00,@lufthansa I would like to cancel my confirmed tickets.,cancellations,0.0
118003,2020-03-28 22:52:25+00:00,"@British_Airways Thanks. Would it suddenly get cancelled tomorrow,  date of departure?",cancellations,-0.5
124049,2020-03-26 13:36:12+00:00,@British_Airways please contact me so I can cancel my booking.,cancellations,-0.667
27163,2020-03-12 10:32:48+00:00,@Baggio1018 Has your (return) flight) been cancelled by the current situation? https://t.co/iIg5T6jYC2 /Lolo,cancellations,-0.667
37461,2020-03-12 10:32:48+00:00,@Baggio1018 Has your (return) flight) been cancelled by the current situation? https://t.co/iIg5T6jYC2 /Lolo,cancellations,-0.667
507122,2020-07-28 07:08:26+00:00,@easyJet can you please confirm if you are cancelling any flights?,cancellations,-0.667
540514,2020-10-06 08:52:29+00:00,@VenusRaygun @easyJet Did they confirm this was cancelled,cancellations,-0.667
394507,2020-04-21 20:49:47+00:00,@dechenz1 @KLM @KLM_UK Leave it until the very last minute. They’ll cancel in the end.,cancellations,-1.0
551045,2020-03-13 01:04:54+00:00,@Fly_Norwegian @Fly_Norwegian I can’t change or cancel anything online...,cancellations,-0.667
306650,2020-03-18 17:32:48+00:00,"@SAS The link sends me to a cancellation form, but you have canceled my flight. Is that the same form? https://t.co/IVTUN6lMk8",cancellations,-0.4
462844,2020-03-30 16:13:12+00:00,@JamesWood24 @easyJet @easyJet Please reply to this and my message re cancellation and refund.,cancellations,0.0
34449,2020-03-16 07:04:25+00:00,"@rupasubramanya @lufthansa They have cancelled 23,000 files across globe.",cancellations,-0.667
24152,2020-03-16 07:04:25+00:00,"@rupasubramanya @lufthansa They have cancelled 23,000 files across globe.",cancellations,-0.667
157346,2020-07-28 15:27:17+00:00,@British_Airways @Gatwick_Airport @British_Airways can you reply to my various messages about my cancelled flights????,cancellations,-0.5
453572,2020-02-25 17:39:04+00:00,"@easyJet @LauraRGallagher No surprise there Laura, almost full plane, why would they cancel",cancellations,0.0
29012,2020-03-27 11:06:55+00:00,"@ElliotR11971036 Technically, Elliot, a cancellation is a change of the reservation. /Mac",cancellations,0.0
18715,2020-03-27 11:06:55+00:00,"@ElliotR11971036 Technically, Elliot, a cancellation is a change of the reservation. /Mac",cancellations,0.0
257122,2020-07-28 18:21:23+00:00,@large_caroline @Ryanair They cancelled the chat on me,cancellations,-0.667
345919,2020-03-23 17:38:46+00:00,@airfrance What are the alternatives for cancelled flights?,cancellations,-0.667
345920,2020-03-23 17:38:22+00:00,What are the alternatives for cancelled flights? @Airfrance,cancellations,-0.667
549098,2020-03-16 21:03:59+00:00,"@Fly_Norwegian I have two cancelled flights, I need my refund.",cancellations,-0.667
313187,2020-06-25 12:27:07+00:00,"@SAS This is from your current list of cancelled flights. As I said, it has appeared and disappeared from this list several times...",cancellations,-0.494
314159,2020-06-13 15:24:15+00:00,@Meekaelase @SAS what happened? Did they entirely cancel it again?,cancellations,-0.696
465741,2020-03-30 09:33:02+00:00,@easyJet please can you give me an update on my cancelled flight?,cancellations,-0.667
294973,2020-03-19 18:10:49+00:00,@Iberia @Iberia_en @Iberia_fr Here is the reference number please cancel : 20200319-07408567,cancellations,0.0
233942,2020-05-30 11:16:47+00:00,@MariaMitchey @Ryanair ....are you switching a cancelled flight?,cancellations,-0.667
549430,2020-03-16 13:24:32+00:00,".@Fly_Norwegian to cancel 85% (!!) of flights, lay off 7,300 employees. #airline #travel #coronavirus https://t.co/dJCrxK7fFh",cancellations,-0.667
512044,2020-08-30 15:13:39+00:00,@easyJet is it possible to cancel a booking?,cancellations,-0.667
533910,2020-10-23 12:29:15+00:00,@Ticketybhoy @easyJet Have they confirmed the cancellation with you?,cancellations,0.0
36498,2020-03-13 10:22:32+00:00,@lufthansa There is not even a section to cancel the flight. https://t.co/viuuedNLAf,cancellations,-0.667
26200,2020-03-13 10:22:32+00:00,@lufthansa There is not even a section to cancel the flight. https://t.co/viuuedNLAf,cancellations,-0.667
182352,2020-09-18 20:25:07+00:00,@British_Airways I will leave it a few days to see if it reaches my cancelled card.i still have viewing access.,cancellations,0.0
357430,2020-06-25 18:38:17+00:00,"@opodo Hello, @airfrance already cancelled the flight...what do you mean ""pending""??",cancellations,-0.667
215505,2020-03-26 12:20:27+00:00,@Ryanair Still showing as available to check-in and no option to cancel other than due to death!,cancellations,-0.4
392357,2020-04-29 12:39:55+00:00,@SkyNews Not alone. @KLM have said the same after cancelling my flights.,cancellations,-0.667
87757,2020-09-14 12:32:58+00:00,"@lufthansa okay, it says something like this in case of cancellation by user. can you please elaborate? https://t.co/sH6CnuPBW1",cancellations,0.455
188288,2020-10-24 17:55:40+00:00,WOW! CAN YOU STOP CANCELLING MY FLIGHTS! @British_Airways,cancellations,-1.0
144518,2020-06-29 16:33:22+00:00,"@AlexCruz @British_Airways How do I get &gt;£12k back from cancelled flights?  No call center, no link, no customer service!",cancellations,-0.667
242481,2020-05-23 11:07:16+00:00,@AlexCachia8 @TanjaGoossens @fonics7 @Ryanair It won’t be officially cancelled yet then.  You’ll have to wait till you get the cancellation email.,cancellations,-0.33299999999999996
393033,2020-04-27 05:32:48+00:00,@KLM I thought it had been cancelled,cancellations,-0.667
555595,2020-04-18 20:36:00+00:00,@Irishinvader90 @KellyTolhurst @easyJet @British_Airways @VirginAtlantic @Fly_Norwegian @SAS @WhitHealth That's weird. I'd have thought they would have cancelled it by now.,cancellations,-0.667
309860,2020-04-18 20:36:00+00:00,@Irishinvader90 @KellyTolhurst @easyJet @British_Airways @VirginAtlantic @Fly_Norwegian @SAS @WhitHealth That's weird. I'd have thought they would have cancelled it by now.,cancellations,-0.667
240685,2020-05-24 16:55:52+00:00,@RyanairPayUp @TanjaGoossens @fonics7 @Ryanair Do you think they will cancel it?,cancellations,-0.667
30476,2020-03-23 13:45:56+00:00,"@jsouth_305 @lufthansa We didn't cancel because we can't, that what i'm asking to lufthansa.",cancellations,-0.667
20179,2020-03-23 13:45:56+00:00,"@jsouth_305 @lufthansa We didn't cancel because we can't, that what i'm asking to lufthansa.",cancellations,-0.667
288002,2020-10-21 14:25:47+00:00,"@Ryanair So you can cancel it later keep the money, right?",cancellations,-0.667
106642,2020-02-25 16:43:27+00:00,@AaronTheClarke @caramurphy @British_Airways The reason for the cancellation may impact your right to comp.,cancellations,0.0
90867,2020-10-22 13:16:36+00:00,I can’t believe @opodo and @lufthansa  will not reply to@mu tweets?? My flight was cancelled in may and still no refund.,cancellations,-0.4
394849,2020-04-20 11:02:55+00:00,"How is this non refundable? @KLM #KLM
Clearly I didn't cancel this. https://t.co/g3WWHxjo6w",cancellations,0.0
488177,2020-05-25 14:53:02+00:00,@easyJet can you tell me what date you are up to on your cancellations please?,cancellations,0.0
396691,2020-04-14 06:52:19+00:00,"@KLM Could you please contact me regarding my cancelled flight?
I cannot get through on your telephone line.",cancellations,-0.5
531386,2020-09-11 05:10:05+00:00,@easyJet Are you cancelling all flights too and from zante ? If  so from what date ?,cancellations,-0.4
63471,2020-06-06 17:09:49+00:00,@plugwash @British_Airways @lufthansa We did on the 2nd and 3rd ones once the first one was cancelled,cancellations,-0.667
307781,2020-03-14 10:12:01+00:00,@helenhanstock Please call our Customer Service for information about cancellations and refunds.,cancellations,0.0
399732,2020-04-04 11:08:56+00:00,@KLM Me too. I have no income...I cancelled within 6h and you will not refund. Can someone help me?,cancellations,0.0
386896,2020-03-19 06:09:00+00:00,"@KLM KL452 cancelled for 20 March, since 36hrs no further notice. Help me now!",cancellations,0.0
313235,2020-06-24 14:58:29+00:00,"@HewlettHarbor @SAS If you cancelled it and not SAS, then it's according to ticketsrules, its normal.",cancellations,-0.667
73093,2020-07-06 16:42:24+00:00,"@lufthansa Ok, could you check if LH1813 is canceled on 23 July, please?",cancellations,-0.667
172493,2020-08-21 17:26:04+00:00,@British_Airways and you have now cancelled my re-arranged flight. This is now beyond a joke.  This is the third cancellation out of two trips #flightcancellation #BritishAirways #Heathrow,cancellations,-0.5
556795,2020-04-10 16:55:03+00:00,"@Fly_Norwegian How can I cancel a flight you have already cancelled? Where is the option ""Norwegian cancelled this flight""? https://t.co/KME80fCcOL",cancellations,-0.667
386386,2020-03-20 00:52:22+00:00,@KLM Trying to cancel for a week! No response from anyone. :(,cancellations,-0.5
277845,2020-09-24 13:12:22+00:00,@Ryanair can I cancel a flight if my destination is on the self-quarentine list? Or what notice do you give for cancellation?,cancellations,-0.4
78631,2020-02-09 12:23:14+00:00,"@DanielM16548367 There are some weather related cancellations today, Daniel. /Mac",cancellations,0.0
33036,2020-03-17 21:40:55+00:00,"@lufthansa I can't rebook, or do anything online. Your service center doesn't answer, and one part of the itinerary has cancelled flights. If I can't fly, what are your alternatives?",cancellations,-0.4
22739,2020-03-17 21:40:55+00:00,"@lufthansa I can't rebook, or do anything online. Your service center doesn't answer, and one part of the itinerary has cancelled flights. If I can't fly, what are your alternatives?",cancellations,-0.4
550781,2020-03-13 13:38:14+00:00,@Fly_Norwegian My flight is 4/12/2020. I have no information of how to cancel it.,cancellations,-0.5
28363,2020-03-30 09:27:03+00:00,What is the situation of my cancellation refund? It is approved but i still havent received the amount @lufthansa,cancellations,0.0
85419,2020-09-29 14:44:56+00:00,@lufthansa Reason for cancellations ? What about confimed tickets?,cancellations,0.0
326002,2020-03-11 06:00:25+00:00,@giac_man @vueling They cancelled and offered no refund?,cancellations,-0.667
518287,2020-08-21 16:44:17+00:00,@laurenayesha @easyJet happened to us too we just cancelled altogether in the end,cancellations,-0.4
306939,2020-03-16 19:43:06+00:00,@meafly Hi! You can see all information about cancelled flights or what to do with not cancelled flights throught the following link: https://t.co/gml5ZaEizi,cancellations,-0.444
91899,2020-10-15 14:18:53+00:00,"@SuryaNa03595310 @lufthansa @Lufthansaindia guess what, they did cancelled all from 20th - 30th Oct. @lufthansa  Well done.",cancellations,-0.667
223301,2020-03-19 22:32:15+00:00,"@BelindasHandbag @MoneySavingExp @Ryanair @mrjamesob Yes, wait because it was the same for me, after they cancelled both",cancellations,-0.667
311407,2020-05-27 14:43:05+00:00,@SAS I got a cancellation confirmation for my flight on May 7 but I still haven’t received my refund.,cancellations,0.0
46994,2020-04-07 16:31:12+00:00,"@gabrielle_gille No, you may cancel it even after the original departure date. /John",cancellations,0.0
42250,2020-04-07 16:31:12+00:00,"@gabrielle_gille No, you may cancel it even after the original departure date. /John",cancellations,0.0
25993,2020-03-13 14:13:24+00:00,"At least notify people before you cancel their flights, wtf? @lufthansa",cancellations,-0.5
36291,2020-03-13 14:13:24+00:00,"At least notify people before you cancel their flights, wtf? @lufthansa",cancellations,-0.5
461047,2020-02-15 10:43:47+00:00,@easyJet @czb2388 More ‘great’ customer service there 🤦‍♂️,customer service,0.0
544569,2020-02-20 23:32:28+00:00,@Fly_Norwegian customer service is a joke.,customer service,0.0
357204,2020-06-26 13:34:38+00:00,@JohnMcGrane19 @airfrance I will John. There customer service is terrible.,customer service,0.0
338271,2020-01-27 15:57:02+00:00,@airfrance Do you not have a customer service head?,customer service,0.0
302172,2020-02-15 16:50:15+00:00,@SAS I can't get through to anyone at your customer service,customer service,0.0
242650,2020-05-23 09:00:44+00:00,@Ryanair Where is my refund! Why is your customer service so shocking!,customer service,0.0
159841,2020-07-26 15:16:38+00:00,@British_Airways' customer service has made me cry!,customer service,0.0
502495,2020-07-30 15:31:05+00:00,@easyJet customer service ... https://t.co/ULeq9o8F7k,customer service,0.0
551315,2020-03-12 17:30:23+00:00,@Fly_Norwegian Why is your customer service such trash?,customer service,0.0
479512,2020-04-23 11:48:58+00:00,@easyJet CUSTOMER SERVICE https://t.co/FudY1YjlWg,customer service,0.0
418155,2020-06-02 19:38:00+00:00,@KLM do you have a customer service e-mail address?  Thanks!,customer service,0.0
327165,2020-04-23 22:34:08+00:00,"@vueling its been 2 days. Please advise, your customer service is shocking. https://t.co/4NKmME03K9",customer service,0.0
151122,2020-06-23 16:27:29+00:00,@British_Airways Do you even have a customer service department????,customer service,0.0
373745,2020-01-10 09:12:00+00:00,@KLM Your customer service is horrible!,customer service,0.0
521167,2020-08-19 07:15:18+00:00,@jamiec99 @easyJet Same customer service as @Ryanair #clueless,customer service,0.0
524479,2020-09-24 13:27:56+00:00,@easyJet your customer service is awful!!!!,customer service,0.0
216780,2020-03-24 20:10:05+00:00,"@birdspeedd @MakisNt1 @Ryanair Are you Ryanair’s customer service now, @birdspeedd ?",customer service,0.0
268349,2020-08-25 12:04:58+00:00,@gladdypants @Ryanair Me too @Ryanair . Your customer service is appalling!!!!,customer service,0.0
101286,2020-01-22 10:15:31+00:00,"@British_Airways customer service at its best,does everyone get the ""we are not liable"" answer?@FlightDelayedUK @FlightDelayCom1 @Flight_Refunds https://t.co/1vJrDKb2zb",customer service,0.0
516715,2020-08-24 04:46:21+00:00,@ChestTrue @easyJet They must do. Me neither. They have no customer service skills!,customer service,0.0
277599,2020-09-24 15:50:23+00:00,@Ryanair I am not either because of your S.h.I.t customer service https://t.co/m1DHFgKYK9,customer service,0.0
257403,2020-07-28 16:26:10+00:00,@Ryanair why’s your customer service so useless?,customer service,0.0
543402,2020-01-07 21:21:32+00:00,@Fly_Norwegian do you have a customer service email?,customer service,0.0
307796,2020-03-14 09:56:07+00:00,@nataliapzn Please call our Customer Service for assistance.,customer service,0.0
315517,2020-07-23 21:25:23+00:00,@dannym162 @SAS Customer service is horrible.,customer service,0.0
445702,2020-01-17 18:44:52+00:00,@easyJet Where is your customer service desk?,customer service,0.0
307377,2020-03-15 16:09:57+00:00,"@monkahay Hi!
Before you do so, please call Customer Service for assistance.
//Kevin.",customer service,0.0
333169,2020-07-21 07:31:50+00:00,@orihuelablue @vueling This is ridiculous..... customer service at its worse!,customer service,0.0
489784,2020-05-22 22:10:43+00:00,"@easyJet your customer service is disgusting, where is my refund?",customer service,0.0
236752,2020-05-27 22:28:21+00:00,@ChrisChapman10 @Ryanair They don't do any customer service over twitter. :/,customer service,0.0
281553,2020-09-20 08:36:41+00:00,@Ryanair why have I still not had my refund? Your customer service is shocking!!!!!!!🤬🤬🤬,customer service,0.0
479564,2020-04-23 11:28:57+00:00,@easyJet customer service https://t.co/exhvbYYcfZ,customer service,0.0
307474,2020-03-15 10:18:14+00:00,"@pradeepk72 Hi!
Please call Customer Service to get further help.
//Kevin.",customer service,0.0
307468,2020-03-15 10:38:46+00:00,"@louisun28 Hi!
Please call Customer Service for further help.
//Kevin.",customer service,0.0
416980,2020-06-06 01:53:39+00:00,@JoHaigh_fds @klmdontrefund Same here - @klm customer service is shocking.,customer service,0.0
190132,2020-10-22 11:07:49+00:00,Customer service at @British_Airways https://t.co/ZHtGRAHsKT,customer service,0.0
105773,2020-02-26 14:11:15+00:00,Well beyond customer service @British_Airways,customer service,0.0
552704,2020-03-07 23:39:28+00:00,@Fly_Norwegian this is how you do customer service during the #coronavirus @latimestravel https://t.co/MCKLLWPWvj,customer service,0.0
73280,2020-07-06 10:38:44+00:00,@lufthansa your customer service is shocking!,customer service,0.0
552519,2020-03-09 10:31:23+00:00,@BotherShawn @Fly_Norwegian Their customer service is the worst!  #BoycottNorwegian,customer service,0.0
35068,2020-03-15 09:35:08+00:00,@Raya70739973 @lufthansa @AnnetteScherp They can't. They don't know what customer service means.,customer service,0.0
24770,2020-03-15 09:35:08+00:00,@Raya70739973 @lufthansa @AnnetteScherp They can't. They don't know what customer service means.,customer service,0.0
329515,2020-05-21 23:59:20+00:00,@vueling Need customer service,customer service,0.0
190839,2020-10-21 11:23:29+00:00,@British_Airways customer service is great. Just their customers aren't 🙃🙃 https://t.co/2B7NchJ45U,customer service,0.0
375892,2020-02-25 03:51:27+00:00,@KLM still no response to me asking for help.  Once again your customer service sucks!!,customer service,0.0
486033,2020-05-27 10:55:46+00:00,"@easyJet, @easyJet_press , 1st class customer service https://t.co/pqQeRHuktI",customer service,0.0
489858,2020-05-22 19:04:07+00:00,"@easyJet , @easyJet_press , 1st class customer service https://t.co/k7V2u4tIlm",customer service,0.0
323297,2020-02-05 21:00:38+00:00,@vueling your customer service team is a disgrace!,customer service,0.0
278816,2020-09-23 21:49:42+00:00,@GaryCarrollr35 @Ryanair Obviously never used customer service,customer service,0.0
372753,2020-01-16 15:00:33+00:00,@ChrisW39260849 @exitrow4thetall @KLM Customer service US carriers used to have...,customer service,0.0
258341,2020-07-28 10:12:49+00:00,Super customer service as always @Ryanair https://t.co/Qe8jmqILdX,customer service,0.6609999999999999
552716,2020-03-07 23:00:58+00:00,"@Fly_Norwegian 
Been on hold 30 minutes.  Does customer service work?",customer service,0.0
62134,2020-06-10 05:50:15+00:00,@lufthansa I have contacted customer service only.,customer service,0.0
381349,2020-02-05 13:47:58+00:00,"How cool!
You can contact @KLM's customer service via WhatsApp.

More of such please!",customer service,0.0
321515,2020-01-09 15:21:48+00:00,"@johnbob78119187 If you wish, you could contact with our customer service colleagues: https://t.co/gI6Ov6H2aB for further assistance. Regards. 2/2",customer service,0.0
528707,2020-09-16 10:26:09+00:00,@easyjet how can I contact your customer services ASAP?,customer service,0.0
308094,2020-03-13 14:09:38+00:00,"@imtherealfrede HI!
Please contact Customer Service for further help.
//Kevin.",customer service,0.0
351083,2020-04-28 16:34:16+00:00,No response yet from @airfrance or @olympic_air_gr or @travelocity. What kind of customer service is this? https://t.co/0Nvmq2R2VB,customer service,0.531
326963,2020-04-28 11:35:21+00:00,"@vueling I want a real answer, not a copy-paste answer. Do the customer service properly.",customer service,0.302
53502,2020-05-13 09:07:28+00:00,@lufthansa I just want my refund. It's been over a month. Is there a customer service email?,customer service,0.39399999999999996
315795,2020-07-20 15:15:11+00:00,@SAS No voucher/refund has been provided for Q63XBD. I can’t get through to customer service can they contact me?,customer service,0.0
22344,2020-03-18 12:46:19+00:00,@lufthansa please advise! Customer service support is required.,customer service,0.574
32641,2020-03-18 12:46:19+00:00,@lufthansa please advise! Customer service support is required.,customer service,0.574
307521,2020-03-15 08:53:36+00:00,@georginareeves You can also call +44 207 660 6876 to reach our Customer Service in the UK.,customer service,0.355
300707,2020-01-09 19:58:11+00:00,@t_aug You will reach our Customer Service by telephone.,customer service,0.355
